skill	content
divide-polynomials-by-monomials	let a(x)=-13x^ 9 +6x^5+12x a(x)=−13x 9 +6x 5 +12x , and b(x)=x^6 b(x)=x 6 . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=x^6-3x^5+x^4+x^2-3 a(x)=x 6 −3x 5 +x 4 +x 2 −3 , and b(x)=x^4 b(x)=x 4 . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=5x^9-8x^5+4x^3+8x a(x)=5x 9 −8x 5 +4x 3 +8x , and b(x)=x^4 b(x)=x 4 . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=-12x^5-7x^3-4x^2+6 a(x)=−12x 5 −7x 3 −4x 2 +6 , and b(x)=x . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
divide-polynomials-by-monomials	let a(x)=4x^ 7 +7x^4+5x^2-10 a(x)=4x 7 +7x 4 +5x 2 −10 , and b(x)=x^5 b(x)=x 5 . when dividing a by b , we can find the unique quotient polynomial q and remainder polynomial r that satisfy the following equation: dfrac a(x) b(x) =q(x) + dfrac r(x) b(x) a(x) =q(x)+ b(x) , where the degree of r(x) is less than the degree of b(x) b(x) . what is the quotient, q(x) ? q(x)= what is the remainder, r(x) r(x) ? r(x)=
finding-the-product-of-a-monomial-and-a-polynomial	simplify. express your answer as a trinomial. -5(y^2+6y-7) −5(y 2 +6y−7)
finding-the-product-of-a-monomial-and-a-polynomial	expand. your answer should be a polynomial in standard form. 2ab^2(-b^3+3a^2+6a)= 2ab 2 (−b 3 +3a 2 +6a)=
finding-the-product-of-a-monomial-and-a-polynomial	expand. your answer should be a polynomial in standard form. 3x^2y(-xy^2+2y+4)= 3x 2 y(−xy 2 +2y+4)=
finding-the-product-of-a-monomial-and-a-polynomial	expand. your answer should be a polynomial in standard form. 3x(x^2-5x+6)= 3x(x 2 −5x+6)=
finding-the-product-of-a-monomial-and-a-polynomial	find the values for a and b that would make the equality true. -11(y^2-ay+2) = -11y^2+33y-b −11(y 2 −ay+2)=−11y 2 +33y−b a = b =
finding-the-product-of-a-monomial-and-a-polynomial	a rectangle has a height of 4w^3 4w 3 and a width of 5w^2-3w-4 5w 2 −3w−4 . express the area of the entire rectangle. your answer should be a polynomial in standard form. 5w^2 5w 2 -3w + + -4 4w^3 4w 3 area =
finding-the-product-of-a-monomial-and-a-polynomial	find the values for a and b that would make the equality true. 4y(ay^2-7y+b) = 24y^3-28y^2-8y 4y(ay 2 −7y+b)=24y 3 −28y 2 −8y a = b =
finding-the-product-of-a-monomial-and-a-polynomial	find the values for a and b that would make the equality true. 7(ay^2+by-3) = 14y^2-7y-21 7(ay 2 +by−3)=14y 2 −7y−21 a= b=
finding-the-product-of-a-monomial-and-a-polynomial	a rectangle has a height of 5y^3 5y 3 and a width of 3y^3-8y^2+2y 3y 3 −8y 2 +2y . express the area of the entire rectangle. your answer should be a polynomial in standard form. 3y^3 3y 3 -8y^2 −8y 2 + + 2y 5y^3 5y 3 area =
finding-the-product-of-a-monomial-and-a-polynomial	expand. your answer should be a polynomial in standard form. -3a(a^2-10a+25)= −3a(a 2 −10a+25)=
finding-the-product-of-a-monomial-and-a-polynomial	expand. your answer should be a polynomial in standard form. -2wz(6w^2-4wz+3z^2)= −2wz(6w 2 −4wz+3z 2 )=
finding-the-product-of-a-monomial-and-a-polynomial	expand. your answer should be a polynomial in standard form. -2x(xy-3y^2+x)= −2x(xy−3y 2 +x)=
finding-the-product-of-a-monomial-and-a-polynomial	a rectangle has a height of 6k^3 6k 3 and a width of 2k^2+4k+5 2k 2 +4k+5 . express the area of the entire rectangle. your answer should be a polynomial in standard form. 2k^2 2k 2 4k + + 5 6k^3 6k 3 area =
finding-the-product-of-a-monomial-and-a-polynomial	find the values for a and b that would make the equality true. -3(2x^2+ax+b) =-6x^2+12x-15 −3(2x 2 +ax+b)=−6x 2 +12x−15 a = b =
finding-the-product-of-a-monomial-and-a-polynomial	expand. your answer should be a polynomial in standard form. -4w(w^2-9)= −4w(w 2 −9)=
finding-the-product-of-a-monomial-and-a-polynomial	a rectangle has a height of 7x^2 7x 2 and a width of 3x^2+8x+7 3x 2 +8x+7 . express the area of the entire rectangle. your answer should be a polynomial in standard form. 3x^2 3x 2 8x + + 7 7x^2 7x 2 area =
finding-the-product-of-a-monomial-and-a-polynomial	a rectangle has a height of 4a^2 4a 2 and a width of 6a^2+9a+3 6a 2 +9a+3 . express the area of the entire rectangle. your answer should be a polynomial in standard form. 6a^2 6a 2 9a + + 3 4a^2 4a 2 area =
finding-the-product-of-a-monomial-and-a-polynomial	a rectangle has a height of 4x^3 4x 3 and a width of x^3+3x^2+2x x 3 +3x 2 +2x . express the area of the entire rectangle. your answer should be a polynomial in standard form. x^3 x 3 3x^2 3x 2 + + 2x 4x^3 4x 3 area =
finding-the-product-of-a-monomial-and-a-polynomial	find the values for a and b that would make the equality true. -2y(y^2-6y-3) = ay^3+12y^2+by −2y(y 2 −6y−3)=ay 3 +12y 2 +by a= b =
finding-the-product-of-a-monomial-and-a-polynomial	a rectangle has a height of 3b^2 3b 2 and a width of 4b^4+2b-6 4b 4 +2b−6 . express the area of the entire rectangle. your answer should be a polynomial in standard form. 4b^4 4b 4 2b + + -6 3b^2 3b 2 area =
finding-the-product-of-a-monomial-and-a-polynomial	find the values for a and b that would make the equality true. -5(3x^2+5x+b) =ax^2-25x+45 −5(3x 2 +5x+b)=ax 2 −25x+45 a = b =
finding-the-product-of-a-monomial-and-a-polynomial	expand. your answer should be a polynomial in standard form. 3(a^2+2ab+b^2)= 3(a 2 +2ab+b 2 )=
finding-the-product-of-a-monomial-and-a-polynomial	expand. your answer should be a polynomial in standard form. -4t^3(2rt-5t^2+3r)= −4t 3 (2rt−5t 2 +3r)=
finding-the-product-of-a-monomial-and-a-polynomial	a rectangle has a height of 7a^2 7a 2 and a width of a^4+5a^2+4 a +5a 2 +4 . express the area of the entire rectangle. your answer should be a polynomial in standard form. a^4 a 4 5a^2 5a 2 + + 4 4 7a^2 7a 2 area =
finding-the-product-of-a-monomial-and-a-polynomial	expand. your answer should be a polynomial in standard form. 2x^2(9x^2-16)= 2x 2 (9x 2 −16)=
finding-the-product-of-a-monomial-and-a-polynomial	expand. your answer should be a polynomial in standard form. 6n^2t(-3nt^3+4nt)= 6n 2 t(−3nt 3 +4nt)=
finding-the-product-of-a-monomial-and-a-polynomial	a rectangle has a height of 2x^4 2x 4 and a width of x^2+8x+15 x 2 +8x+15 . express the area of the entire rectangle. your answer should be a polynomial in standard form. x^2 x 2 8x + + 15 2x^4 2x 4 area =
finding-the-product-of-a-monomial-and-a-polynomial	a rectangle has a height of 3c^4 3c 4 and a width of c^2-4c+3 c 2 −4c+3 . express the area of the entire rectangle. your answer should be a polynomial in standard form. c^2 c 2 -4c + + 3 3c^4 3c 4 area =
finding-the-product-of-a-monomial-and-a-polynomial	find the values for a and b that would make the equality true. 4(ax^2-5x+3) = 8x^2+bx+12 4(ax 2 −5x+3)=8x 2 +bx+12 a = b =
finding-the-product-of-a-monomial-and-a-polynomial	simplify. express your answer as a trinomial. 7(2b^2-4b-6) 7(2b 2 −4b−6)
finding-the-product-of-a-monomial-and-a-polynomial	expand. your answer should be a polynomial in standard form. 6z^2(7z^2+3z-2)= 6z 2 (7z 2 +3z−2)=
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square units
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square meters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square units
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square units
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square centimeters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square centimeters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square meters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square centimeters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square units
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square units
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square meters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square units
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square units
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square centimeters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square meters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square units
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square centimeters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square units
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square units
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square meters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square meters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square meters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square centimeters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square meters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square units
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square meters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square centimeters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square meters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square units
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square meters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square centimeters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square units
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square centimeters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square centimeters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square centimeters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square centimeters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square centimeters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square meters
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square units
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square units
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square units
areas_of_trapezoids_rhombi_and_kites	what is the area of this figure? square units
